fire_co_num,fire_bn,fire_co_type,fire_div,company_name,response_times,incident_count,date
216,35,E,11,Engine 216,288.25,60,2019-3
217,57,E,11,Engine 217,264.7090909090909,55,2019-3
218,28,E,11,Engine 218,305.3636363636364,11,2019-3
219,57,E,11,Engine 219,275.18823529411765,85,2019-3
220,48,E,11,Engine 220,246.62264150943398,53,2019-3
222,37,E,15,Engine 222,244.55696202531647,79,2019-3
225,39,E,15,Engine 225,329.99,100,2019-3
227,44,E,15,Engine 227,322.04,25,2019-3
235,57,E,11,Engine 235,224.43055555555554,72,2019-3
228,40,E,8,Engine 228,249.6969696969697,33,2019-3
229,35,E,11,Engine 229,330.9189189189189,37,2019-3
23,9,E,3,Engine 23,385.25,36,2019-3
231,44,E,15,Engine 231,280.296875,128,2019-3
237,28,E,11,Engine 237,199.6,5,2019-3
238,28,E,11,Engine 238,312.0,12,2019-3
240,48,E,11,Engine 240,273.8536585365854,82,2019-3
246,43,E,8,Engine 246,322.025,40,2019-3
248,41,E,15,Engine 248,270.8909090909091,55,2019-3
249,38,E,15,Engine 249,286.0128205128205,78,2019-3
253,43,E,8,Engine 253,314.6,10,2019-3
257,58,E,15,Engine 257,295.25,52,2019-3
277,37,E,15,Engine 277,250.8235294117647,17,2019-3
258,45,E,14,Engine 258,418.12380952380954,105,2019-3
271,28,E,11,Engine 271,232.23333333333332,30,2019-3
273,52,E,14,Engine 273,306.2244897959184,49,2019-3
275,50,E,13,Engine 275,277.4918032786885,61,2019-3
282,48,E,11,Engine 282,255.02,50,2019-3
283,58,E,15,Engine 283,304.975,40,2019-3
285,51,E,13,Engine 285,251.16666666666666,24,2019-3
291,45,E,14,Engine 291,275.51612903225805,31,2019-3
294,51,E,13,Engine 294,328.6666666666667,12,2019-3
42,19,E,7,Engine 42,381.0,39,2019-3
298,50,E,13,Engine 298,257.32142857142856,56,2019-3
304,53,E,14,Engine 304,311.5686274509804,51,2019-3
308,51,E,13,Engine 308,287.8333333333333,6,2019-3
310,58,E,15,Engine 310,288.34090909090907,44,2019-3
311,54,E,13,Engine 311,279.4166666666667,24,2019-3
325,49,E,14,Engine 325,306.27659574468083,47,2019-3
332,44,E,15,Engine 332,288.6792452830189,53,2019-3
38,15,E,7,Engine 38,307.54716981132077,53,2019-3
113,38,L,15,Ladder 113,329.2604166666667,96,2019-3
43,19,E,7,Engine 43,327.93333333333334,45,2019-3
46,17,E,6,Engine 46,316.734693877551,49,2019-3
48,18,E,7,Engine 48,289.126582278481,79,2019-3
55,2,E,1,Engine 55,312.6515151515151,66,2019-3
115,45,L,14,Ladder 115,357.8536585365854,41,2019-3
59,16,E,6,Engine 59,328.7416666666667,120,2019-3
60,14,E,6,Engine 60,344.25555555555553,90,2019-3
62,27,E,7,Engine 62,330.6829268292683,41,2019-3
65,8,E,3,Engine 65,476.96,25,2019-3
67,13,E,7,Engine 67,310.5108695652174,92,2019-3
68,17,E,6,Engine 68,380.04545454545456,66,2019-3
74,11,E,3,Engine 74,296.65671641791045,67,2019-3
7,1,E,1,Engine 7,324.0,33,2019-3
70,20,E,7,Engine 70,0.0,0,2019-3
75,19,E,7,Engine 75,322.325,40,2019-3
79,27,E,7,Engine 79,380.3,60,2019-3
83,14,E,6,Engine 83,301.06976744186045,86,2019-3
112,37,L,15,Ladder 112,231.33333333333334,21,2019-3
88,18,E,7,Engine 88,273.9076923076923,65,2019-3
9,4,E,1,Engine 9,356.9390243902439,82,2019-3
92,17,E,6,Engine 92,346.04545454545456,110,2019-3
1,1,L,1,Ladder 1,339.15384615384613,39,2019-3
10,1,L,1,Ladder 10,374.54347826086956,46,2019-3
103,39,L,15,Ladder 103,308.35555555555555,90,2019-3
108,35,L,11,Ladder 108,299.8070175438597,114,2019-3
11,4,L,1,Ladder 11,313.54545454545456,121,2019-3
111,37,L,15,Ladder 111,233.93333333333334,30,2019-3
118,32,L,11,Ladder 118,290.55555555555554,18,2019-3
12,7,L,1,Ladder 12,306.06666666666666,15,2019-3
120,44,L,15,Ladder 120,246.66666666666666,54,2019-3
122,48,L,11,Ladder 122,306.4347826086956,46,2019-3
123,38,L,15,Ladder 123,329.0625,80,2019-3
124,28,L,11,Ladder 124,258.5609756097561,41,2019-3
135,51,L,13,Ladder 135,309.22222222222223,36,2019-3
14,12,L,3,Ladder 14,313.02521008403363,119,2019-3
140,45,L,14,Ladder 140,289.1666666666667,48,2019-3
142,51,L,13,Ladder 142,255.33333333333334,6,2019-3
143,51,L,13,Ladder 143,295.84444444444443,45,2019-3
147,41,L,15,Ladder 147,321.5952380952381,126,2019-3
148,48,L,11,Ladder 148,312.2142857142857,42,2019-3
15,1,L,1,Ladder 15,278.39473684210526,38,2019-3
25,11,L,3,Ladder 25,304.0138888888889,72,2019-3
156,33,L,15,Ladder 156,331.7916666666667,24,2019-3
158,54,L,13,Ladder 158,347.95652173913044,23,2019-3
160,53,L,14,Ladder 160,379.24444444444447,45,2019-3
27,17,L,6,Ladder 27,230.33333333333334,3,2019-3
164,53,L,14,Ladder 164,321.94117647058823,17,2019-3
174,58,L,15,Ladder 174,325.0243902439024,41,2019-3
176,44,L,15,Ladder 176,310.62666666666667,75,2019-3
18,4,L,1,Ladder 18,327.59638554216866,166,2019-3
20,2,L,1,Ladder 20,274.9382716049383,81,2019-3
29,14,L,6,Ladder 29,304.21875,32,2019-3
3,6,L,1,Ladder 3,316.66101694915255,59,2019-3
30,16,L,6,Ladder 30,306.52,75,2019-3
31,26,L,6,Ladder 31,321.0877192982456,57,2019-3
33,19,L,7,Ladder 33,318.1363636363636,44,2019-3
39,15,L,7,Ladder 39,383.5531914893617,47,2019-3
40,11,L,3,Ladder 40,326.8103448275862,58,2019-3
41,20,L,7,Ladder 41,226.5,2,2019-3
44,17,L,6,Ladder 44,336.5652173913044,23,2019-3
47,3,L,6,Ladder 47,395.98387096774195,62,2019-3
132,38,L,15,Ladder 132,335.74117647058824,85,2019-3
5,2,L,1,Ladder 5,327.4318181818182,44,2019-3
53,20,L,7,Ladder 53,0.0,0,2019-3
55,14,L,6,Ladder 55,306.46774193548384,62,2019-3
56,18,L,7,Ladder 56,333.4166666666667,12,2019-3
18,2,Q,1,Squad 18,266.3333333333333,24,2019-3
270,50,Q,13,Squad 270,297.1111111111111,54,2019-3
41,14,Q,6,Squad 41,320.75,32,2019-3
328,47,E,13,Engine 328,288.09090909090907,44,2019-3
134,47,L,13,Ladder 134,280.95,40,2019-3
33,6,E,1,Engine 33,286.13461538461536,52,2019-3
210,31,E,11,Engine 210,300.9811320754717,53,2019-3
313,53,E,14,Engine 313,439.48,25,2019-3
119,31,L,11,Ladder 119,239.42857142857142,35,2019-3
22,11,L,3,Ladder 22,338.7832167832168,143,2019-3
159,33,L,15,Ladder 159,300.6666666666667,30,2019-3
73,26,E,6,Engine 73,325.0,70,2019-3
330,42,E,8,Engine 330,260.78125,32,2019-3
58,12,E,3,Engine 58,349.13793103448273,116,2019-3
274,52,E,14,Engine 274,349.0652173913044,46,2019-3
167,53,L,14,Ladder 167,351.89473684210526,19,2019-3
250,41,E,15,Engine 250,262.2692307692308,26,2019-3
252,37,Q,15,Squad 252,262.6666666666667,18,2019-3
281,41,E,15,Engine 281,211.3125,48,2019-3
6,4,L,1,Ladder 6,289.4,45,2019-3
153,33,L,15,Ladder 153,285.6896551724138,29,2019-3
276,33,E,15,Engine 276,282.8805970149254,67,2019-3
303,50,E,13,Engine 303,276.26785714285717,56,2019-3
133,50,L,13,Ladder 133,321.9,40,2019-3
138,46,L,14,Ladder 138,273.2173913043478,46,2019-3
255,41,E,15,Engine 255,240.35135135135135,37,2019-3
254,33,E,15,Engine 254,314.77777777777777,18,2019-3
170,58,L,15,Ladder 170,345.3,70,2019-3
157,41,L,15,Ladder 157,280.55,40,2019-3
3,7,E,1,Engine 3,400.9,20,2019-3
263,49,E,14,Engine 263,312.9767441860465,43,2019-3
207,31,E,11,Engine 207,246.26315789473685,19,2019-3
76,23,L,8,Ladder 76,323.75757575757575,33,2019-3
279,32,E,11,Engine 279,353.51428571428573,35,2019-3
127,50,L,13,Ladder 127,318.54716981132077,53,2019-3
239,48,E,11,Engine 239,252.52173913043478,46,2019-3
226,31,E,11,Engine 226,298.7164179104478,67,2019-3
26,12,L,3,Ladder 26,333.2042253521127,142,2019-3
86,22,L,8,Ladder 86,321.2307692307692,13,2019-3
8,22,Q,8,Squad 8,290.6578947368421,38,2019-3
1,48,Q,11,Squad 1,321.625,24,2019-3
82,23,L,8,Ladder 82,286.4193548387097,31,2019-3
154,49,L,14,Ladder 154,337.4040404040404,99,2019-3
251,53,E,14,Engine 251,381.2,40,2019-3
292,46,E,14,Engine 292,362.9756097560976,41,2019-3
162,53,L,14,Ladder 162,320.6904761904762,42,2019-3
116,45,L,14,Ladder 116,384.6222222222222,45,2019-3
163,49,L,14,Ladder 163,317.5846153846154,65,2019-3
172,42,L,8,Ladder 172,338.55555555555554,9,2019-3
234,38,E,15,Engine 234,322.5208333333333,96,2019-3
288,46,Q,14,Squad 288,336.9268292682927,41,2019-3
128,45,L,14,Ladder 128,396.4102564102564,39,2019-3
168,42,L,8,Ladder 168,371.75,4,2019-3
259,45,E,14,Engine 259,346.9655172413793,29,2019-3
289,46,E,14,Engine 289,314.8688524590164,61,2019-3
76,11,E,3,Engine 76,329.63392857142856,112,2019-3
1,7,E,1,Engine 1,396.5,34,2019-3
24,7,L,1,Ladder 24,466.61538461538464,13,2019-3
91,12,E,3,Engine 91,308.8512396694215,121,2019-3
63,15,E,7,Engine 63,311.525,40,2019-3
317,54,E,13,Engine 317,275.21875,32,2019-3
150,54,L,13,Ladder 150,285.89830508474574,59,2019-3
21,7,L,1,Ladder 21,286.35714285714283,14,2019-3
34,7,E,1,Engine 34,393.73333333333335,15,2019-3
54,9,E,3,Engine 54,376.3,30,2019-3
4,1,E,1,Engine 4,321.2962962962963,27,2019-3
13,10,L,3,Ladder 13,339.4367816091954,87,2019-3
35,12,E,3,Engine 35,355.4433962264151,106,2019-3
104,35,L,11,Ladder 104,255.88732394366198,71,2019-3
114,40,L,8,Ladder 114,280.54651162790697,86,2019-3
45,13,L,7,Ladder 45,284.8556701030928,97,2019-3
168,23,E,8,Engine 168,341.70588235294116,17,2019-3
280,38,E,15,Engine 280,282.88421052631577,95,2019-3
84,23,L,8,Ladder 84,340.2,15,2019-3
90,20,E,7,Engine 90,319.22857142857146,35,2019-3
320,53,E,14,Engine 320,312.7027027027027,37,2019-3
262,49,E,14,Engine 262,415.97087378640776,103,2019-3
324,46,E,14,Engine 324,310.69620253164555,79,2019-3
151,50,L,13,Ladder 151,341.85714285714283,98,2019-3
42,26,L,6,Ladder 42,318.43589743589746,39,2019-3
153,21,E,8,Engine 153,236.83870967741936,93,2019-3
158,22,E,8,Engine 158,353.0571428571429,70,2019-3
166,22,E,8,Engine 166,267.45098039215685,51,2019-3
2,8,L,3,Ladder 2,310.2631578947368,19,2019-3
96,3,E,6,Engine 96,353.5853658536585,41,2019-3
24,2,E,1,Engine 24,295.5974025974026,77,2019-3
8,2,L,1,Ladder 8,313.5744680851064,47,2019-3
54,3,L,6,Ladder 54,359.4491525423729,118,2019-3
146,35,L,11,Ladder 146,340.8857142857143,35,2019-3
78,21,L,8,Ladder 78,311.5,22,2019-3
21,8,E,3,Engine 21,348.0769230769231,26,2019-3
7,8,L,3,Ladder 7,313.92857142857144,28,2019-3
165,54,L,13,Ladder 165,345.32,25,2019-3
306,53,E,14,Engine 306,351.7142857142857,56,2019-3
297,52,E,14,Engine 297,343.04761904761904,21,2019-3
37,11,E,3,Engine 37,308.6504854368932,103,2019-3
80,16,E,6,Engine 80,308.1388888888889,72,2019-3
307,49,E,14,Engine 307,338.8974358974359,39,2019-3
117,49,L,14,Ladder 117,317.9183673469388,49,2019-3
47,11,E,3,Engine 47,288.1023622047244,127,2019-3
161,21,E,8,Engine 161,241.1904761904762,21,2019-3
243,42,E,8,Engine 243,254.45,20,2019-3
149,42,L,8,Ladder 149,259.77777777777777,9,2019-3
105,57,L,11,Ladder 105,260.9761904761905,42,2019-3
81,21,L,8,Ladder 81,367.55555555555554,18,2019-3
242,42,E,8,Engine 242,298.8235294117647,17,2019-3
32,27,L,7,Ladder 32,323.25,36,2019-3
51,15,L,7,Ladder 51,361.01724137931035,58,2019-3
161,43,L,8,Ladder 161,340.2916666666667,24,2019-3
316,49,E,14,Engine 316,361.140350877193,57,2019-3
61,15,L,7,Ladder 61,394.53125,32,2019-3
49,17,L,6,Ladder 49,325.27272727272725,55,2019-3
59,19,L,7,Ladder 59,391.09090909090907,66,2019-3
241,40,E,8,Engine 241,364.2121212121212,33,2019-3
205,32,E,11,Engine 205,270.5,54,2019-3
224,32,E,11,Engine 224,345.9642857142857,56,2019-3
110,31,L,11,Ladder 110,304.8979591836735,49,2019-3
109,40,L,8,Ladder 109,321.0344827586207,29,2019-3
221,35,E,11,Engine 221,288.6034482758621,58,2019-3
314,54,E,13,Engine 314,338.37735849056605,53,2019-3
50,26,E,6,Engine 50,347.5529411764706,85,2019-3
19,26,L,6,Ladder 19,285.1081081081081,37,2019-3
290,39,E,15,Engine 290,275.5964912280702,57,2019-3
260,45,E,14,Engine 260,349.5365853658537,82,2019-3
162,23,E,8,Engine 162,257.375,16,2019-3
165,23,E,8,Engine 165,355.225,40,2019-3
106,28,L,11,Ladder 106,293.1686746987952,83,2019-3
312,49,E,14,Engine 312,373.93939393939394,66,2019-3
137,47,L,13,Ladder 137,176.33333333333334,3,2019-3
265,47,E,13,Engine 265,265.5238095238095,42,2019-3
121,47,L,13,Ladder 121,321.2881355932203,59,2019-3
329,47,E,13,Engine 329,326.09090909090907,11,2019-3
66,15,E,7,Engine 66,304.64044943820227,89,2019-3
169,43,L,8,Ladder 169,290.1951219512195,41,2019-3
323,58,E,15,Engine 323,268.7894736842105,19,2019-3
101,32,L,11,Ladder 101,275.04,50,2019-3
166,43,L,8,Ladder 166,299.44444444444446,27,2019-3
331,51,E,13,Engine 331,317.38461538461536,13,2019-3
37,27,L,7,Ladder 37,366.1168831168831,77,2019-3
309,33,E,15,Engine 309,262.6923076923077,13,2019-3
321,33,E,15,Engine 321,337.56666666666666,30,2019-3
126,50,L,13,Ladder 126,290.73333333333335,60,2019-3
202,32,E,11,Engine 202,300.2,15,2019-3
107,39,L,15,Ladder 107,276.3174603174603,126,2019-3
233,44,E,15,Engine 233,247.13793103448276,29,2019-3
85,23,L,8,Ladder 85,289.0,30,2019-3
305,50,E,13,Engine 305,349.88709677419354,62,2019-3
319,46,E,14,Engine 319,365.734693877551,49,2019-3
301,54,E,13,Engine 301,304.5813953488372,43,2019-3
326,53,E,14,Engine 326,305.1764705882353,17,2019-3
82,26,E,6,Engine 82,385.64285714285717,28,2019-3
58,18,L,7,Ladder 58,313.5945945945946,37,2019-3
72,20,E,7,Engine 72,386.50877192982455,57,2019-3
52,27,E,7,Engine 52,396.34,50,2019-3
315,50,E,13,Engine 315,341.56363636363636,55,2019-3
144,52,L,14,Ladder 144,399.58,50,2019-3
295,52,E,14,Engine 295,320.5090909090909,55,2019-3
130,52,L,14,Ladder 130,359.95454545454544,44,2019-3
81,19,E,7,Engine 81,358.4492753623188,69,2019-3
284,42,E,8,Engine 284,272.96153846153845,26,2019-3
299,52,E,14,Engine 299,364.76,50,2019-3
129,52,L,14,Ladder 129,428.6111111111111,18,2019-3
89,20,E,7,Engine 89,373.75,16,2019-3
16,10,L,3,Ladder 16,402.5,50,2019-3
102,57,L,11,Ladder 102,277.54814814814813,135,2019-3
155,21,E,8,Engine 155,281.7692307692308,52,2019-3
22,10,E,3,Engine 22,316.9,70,2019-3
131,32,L,11,Ladder 131,276.7307692307692,26,2019-3
84,13,E,7,Engine 84,322.6666666666667,78,2019-3
245,43,E,8,Engine 245,322.70588235294116,51,2019-3
318,43,E,8,Engine 318,280.63157894736844,19,2019-3
157,22,E,8,Engine 157,259.55555555555554,27,2019-3
80,22,L,8,Ladder 80,276.90697674418607,43,2019-3
163,22,E,8,Engine 163,346.9130434782609,23,2019-3
79,22,L,8,Ladder 79,297.2244897959184,49,2019-3
293,51,E,13,Engine 293,293.54545454545456,11,2019-3
95,13,E,7,Engine 95,314.2549019607843,51,2019-3
83,22,L,8,Ladder 83,255.32432432432432,37,2019-3
39,10,E,3,Engine 39,343.04545454545456,88,2019-3
8,8,E,3,Engine 8,384.75,12,2019-3
152,21,E,8,Engine 152,244.0,36,2019-3
236,39,E,15,Engine 236,347.1777777777778,45,2019-3
44,10,E,3,Engine 44,325.2298850574713,87,2019-3
64,3,E,6,Engine 64,343.8333333333333,36,2019-3
50,20,L,7,Ladder 50,309.0,7,2019-3
125,50,L,13,Ladder 125,335.9493670886076,79,2019-3
34,13,L,7,Ladder 34,335.3809523809524,63,2019-3
152,52,L,14,Ladder 152,343.0425531914894,94,2019-3
26,7,E,1,Engine 26,447.0,9,2019-3
4,9,L,3,Ladder 4,342.7435897435897,39,2019-3
287,46,E,14,Engine 287,313.17241379310343,58,2019-3
93,13,E,7,Engine 93,345.2112676056338,71,2019-3
36,13,L,7,Ladder 36,349.19767441860466,86,2019-3
23,16,L,6,Ladder 23,326.1320754716981,53,2019-3
9,6,L,1,Ladder 9,285.719298245614,57,2019-3
69,16,E,6,Engine 69,366.21290322580643,155,2019-3
28,16,L,6,Ladder 28,268.05,20,2019-3
230,57,E,11,Engine 230,287.11392405063293,79,2019-3
286,51,E,13,Engine 286,330.52054794520546,73,2019-3
175,44,L,15,Ladder 175,215.75409836065575,61,2019-3
28,4,E,1,Engine 28,339.84285714285716,140,2019-3
136,46,L,14,Ladder 136,332.4102564102564,39,2019-3
40,9,E,3,Engine 40,382.47222222222223,36,2019-3
35,9,L,3,Ladder 35,327.52830188679246,106,2019-3
201,40,E,8,Engine 201,238.2,40,2019-3
247,40,E,8,Engine 247,300.7142857142857,42,2019-3
46,19,L,7,Ladder 46,371.8313253012048,83,2019-3
52,27,L,7,Ladder 52,449.95238095238096,21,2019-3
173,51,L,13,Ladder 173,323.78723404255317,47,2019-3
151,23,E,8,Engine 151,321.65714285714284,35,2019-3
17,14,L,6,Ladder 17,319.22222222222223,99,2019-3
264,47,E,13,Engine 264,316.7647058823529,51,2019-3
97,15,E,7,Engine 97,393.11764705882354,17,2019-3
61,20,Q,7,Squad 61,418.1111111111111,18,2019-3
87,23,L,8,Ladder 87,397.10714285714283,28,2019-3
266,47,E,13,Engine 266,342.6666666666667,15,2019-3
156,22,E,8,Engine 156,295.3404255319149,47,2019-3
71,14,E,6,Engine 71,363.530303030303,66,2019-3
268,47,E,13,Engine 268,327.7586206896552,29,2019-3
16,8,E,3,Engine 16,321.87179487179486,39,2019-3
5,6,E,1,Engine 5,302.95454545454544,22,2019-3
164,23,E,8,Engine 164,371.92,25,2019-3
167,23,E,8,Engine 167,337.61538461538464,26,2019-3
45,18,E,7,Engine 45,351.42857142857144,56,2019-3
38,18,L,7,Ladder 38,303.4805194805195,77,2019-3
6,1,E,1,Engine 6,333.28205128205127,39,2019-3
160,21,E,8,Engine 160,319.8484848484849,33,2019-3
77,21,L,8,Ladder 77,233.25925925925927,27,2019-3
53,10,E,3,Engine 53,314.35,120,2019-3
43,10,L,3,Ladder 43,376.3,150,2019-3
302,54,E,13,Engine 302,305.7083333333333,24,2019-3
155,54,L,13,Ladder 155,411.67391304347825,46,2019-3
94,3,E,6,Engine 94,338.07894736842104,38,2019-3
48,3,L,6,Ladder 48,389.7083333333333,24,2019-3
10,1,E,1,Engine 10,334.7894736842105,19,2019-4
14,6,E,1,Engine 14,305.53333333333336,15,2019-4
15,4,E,1,Engine 15,317.1794871794872,117,2019-4
159,21,E,8,Engine 159,285.44827586206895,29,2019-4
206,28,E,11,Engine 206,301.84,25,2019-4
211,31,E,11,Engine 211,265.39473684210526,76,2019-4
214,37,E,15,Engine 214,213.1153846153846,26,2019-4
216,35,E,11,Engine 216,282.0425531914894,47,2019-4
217,57,E,11,Engine 217,279.45,60,2019-4
218,28,E,11,Engine 218,357.125,16,2019-4
219,57,E,11,Engine 219,275.4179104477612,67,2019-4
220,48,E,11,Engine 220,298.1621621621622,37,2019-4
222,37,E,15,Engine 222,264.54545454545456,55,2019-4
225,39,E,15,Engine 225,300.27472527472526,91,2019-4
227,44,E,15,Engine 227,237.10526315789474,19,2019-4
235,57,E,11,Engine 235,241.0,56,2019-4
228,40,E,8,Engine 228,239.27272727272728,22,2019-4
229,35,E,11,Engine 229,311.6333333333333,30,2019-4
23,9,E,3,Engine 23,395.6551724137931,29,2019-4
231,44,E,15,Engine 231,302.04,125,2019-4
237,28,E,11,Engine 237,296.25,16,2019-4
238,28,E,11,Engine 238,289.56666666666666,30,2019-4
240,48,E,11,Engine 240,281.48387096774195,62,2019-4
246,43,E,8,Engine 246,327.15,40,2019-4
248,41,E,15,Engine 248,283.5890410958904,73,2019-4
249,38,E,15,Engine 249,295.82022471910113,89,2019-4
253,43,E,8,Engine 253,245.0,4,2019-4
257,58,E,15,Engine 257,337.56060606060606,66,2019-4
277,37,E,15,Engine 277,229.5,14,2019-4
258,45,E,14,Engine 258,382.032967032967,91,2019-4
271,28,E,11,Engine 271,250.5625,32,2019-4
273,52,E,14,Engine 273,280.44897959183675,49,2019-4
275,50,E,13,Engine 275,279.258064516129,62,2019-4
282,48,E,11,Engine 282,277.8550724637681,69,2019-4
283,58,E,15,Engine 283,320.1090909090909,55,2019-4
285,51,E,13,Engine 285,248.52631578947367,19,2019-4
291,45,E,14,Engine 291,296.02941176470586,34,2019-4
294,51,E,13,Engine 294,256.4375,16,2019-4
42,19,E,7,Engine 42,341.28,50,2019-4
298,50,E,13,Engine 298,316.8421052631579,57,2019-4
304,53,E,14,Engine 304,323.53968253968253,63,2019-4
308,51,E,13,Engine 308,344.0769230769231,13,2019-4
310,58,E,15,Engine 310,317.6666666666667,54,2019-4
311,54,E,13,Engine 311,299.0416666666667,24,2019-4
325,49,E,14,Engine 325,300.32,25,2019-4
332,44,E,15,Engine 332,300.0,32,2019-4
38,15,E,7,Engine 38,342.4146341463415,41,2019-4
113,38,L,15,Ladder 113,322.1869158878505,107,2019-4
43,19,E,7,Engine 43,340.2708333333333,48,2019-4
46,17,E,6,Engine 46,354.16326530612247,49,2019-4
48,18,E,7,Engine 48,322.9655172413793,87,2019-4
55,2,E,1,Engine 55,291.3333333333333,60,2019-4
115,45,L,14,Ladder 115,346.32,50,2019-4
59,16,E,6,Engine 59,292.6588235294118,85,2019-4
60,14,E,6,Engine 60,345.72,75,2019-4
62,27,E,7,Engine 62,343.3090909090909,55,2019-4
65,8,E,3,Engine 65,462.1363636363636,22,2019-4
67,13,E,7,Engine 67,329.4791666666667,96,2019-4
68,17,E,6,Engine 68,403.0289855072464,69,2019-4
74,11,E,3,Engine 74,296.5735294117647,68,2019-4
7,1,E,1,Engine 7,290.53125,32,2019-4
70,20,E,7,Engine 70,0.0,0,2019-4
75,19,E,7,Engine 75,335.27027027027026,37,2019-4
79,27,E,7,Engine 79,385.4102564102564,39,2019-4
83,14,E,6,Engine 83,302.3,70,2019-4
112,37,L,15,Ladder 112,215.75,12,2019-4
88,18,E,7,Engine 88,310.18367346938777,49,2019-4
9,4,E,1,Engine 9,330.02777777777777,72,2019-4
92,17,E,6,Engine 92,344.2079207920792,101,2019-4
1,1,L,1,Ladder 1,346.2068965517241,29,2019-4
10,1,L,1,Ladder 10,348.74285714285713,35,2019-4
103,39,L,15,Ladder 103,275.43589743589746,78,2019-4
108,35,L,11,Ladder 108,284.8157894736842,76,2019-4
11,4,L,1,Ladder 11,341.2357723577236,123,2019-4
111,37,L,15,Ladder 111,201.48,25,2019-4
118,32,L,11,Ladder 118,303.6896551724138,29,2019-4
12,7,L,1,Ladder 12,344.6666666666667,12,2019-4
120,44,L,15,Ladder 120,295.92857142857144,70,2019-4
122,48,L,11,Ladder 122,260.0,39,2019-4
123,38,L,15,Ladder 123,285.8529411764706,68,2019-4
124,28,L,11,Ladder 124,232.02083333333334,48,2019-4
135,51,L,13,Ladder 135,323.0,41,2019-4
14,12,L,3,Ladder 14,296.73148148148147,108,2019-4
140,45,L,14,Ladder 140,274.6,30,2019-4
142,51,L,13,Ladder 142,302.0769230769231,13,2019-4
143,51,L,13,Ladder 143,320.1,50,2019-4
147,41,L,15,Ladder 147,297.49532710280374,107,2019-4
148,48,L,11,Ladder 148,308.6551724137931,58,2019-4
15,1,L,1,Ladder 15,330.0869565217391,46,2019-4
25,11,L,3,Ladder 25,294.0422535211268,71,2019-4
156,33,L,15,Ladder 156,298.2352941176471,17,2019-4
158,54,L,13,Ladder 158,355.5,16,2019-4
160,53,L,14,Ladder 160,367.1904761904762,21,2019-4
27,17,L,6,Ladder 27,264.375,8,2019-4
164,53,L,14,Ladder 164,330.9166666666667,24,2019-4
174,58,L,15,Ladder 174,305.5,44,2019-4
176,44,L,15,Ladder 176,303.64044943820227,89,2019-4
18,4,L,1,Ladder 18,331.8421052631579,152,2019-4
20,2,L,1,Ladder 20,312.9791666666667,48,2019-4
29,14,L,6,Ladder 29,288.2,40,2019-4
3,6,L,1,Ladder 3,299.0,51,2019-4
30,16,L,6,Ladder 30,287.17543859649123,57,2019-4
31,26,L,6,Ladder 31,303.8125,48,2019-4
33,19,L,7,Ladder 33,339.719298245614,57,2019-4
39,15,L,7,Ladder 39,347.19117647058823,68,2019-4
40,11,L,3,Ladder 40,309.63829787234044,47,2019-4
41,20,L,7,Ladder 41,219.0,1,2019-4
44,17,L,6,Ladder 44,389.4,25,2019-4
47,3,L,6,Ladder 47,393.7049180327869,61,2019-4
132,38,L,15,Ladder 132,330.3918918918919,74,2019-4
5,2,L,1,Ladder 5,379.7037037037037,27,2019-4
53,20,L,7,Ladder 53,0.0,0,2019-4
55,14,L,6,Ladder 55,309.4776119402985,67,2019-4
56,18,L,7,Ladder 56,309.44444444444446,18,2019-4
18,2,Q,1,Squad 18,256.25925925925924,27,2019-4
270,50,Q,13,Squad 270,266.63157894736844,38,2019-4
41,14,Q,6,Squad 41,279.3095238095238,42,2019-4
328,47,E,13,Engine 328,304.02222222222224,45,2019-4
134,47,L,13,Ladder 134,275.1363636363636,44,2019-4
33,6,E,1,Engine 33,307.02,50,2019-4
210,31,E,11,Engine 210,279.2162162162162,37,2019-4
313,53,E,14,Engine 313,370.15384615384613,26,2019-4
119,31,L,11,Ladder 119,238.64102564102564,39,2019-4
22,11,L,3,Ladder 22,323.1694915254237,118,2019-4
159,33,L,15,Ladder 159,300.0487804878049,41,2019-4
73,26,E,6,Engine 73,318.7,70,2019-4
330,42,E,8,Engine 330,241.88571428571427,35,2019-4
58,12,E,3,Engine 58,320.328,125,2019-4
274,52,E,14,Engine 274,325.22857142857146,35,2019-4
167,53,L,14,Ladder 167,442.92857142857144,14,2019-4
250,41,E,15,Engine 250,336.51724137931035,29,2019-4
252,37,Q,15,Squad 252,250.89473684210526,19,2019-4
281,41,E,15,Engine 281,255.0,54,2019-4
6,4,L,1,Ladder 6,300.3125,48,2019-4
153,33,L,15,Ladder 153,263.09375,32,2019-4
276,33,E,15,Engine 276,267.1639344262295,61,2019-4
303,50,E,13,Engine 303,288.70212765957444,47,2019-4
133,50,L,13,Ladder 133,287.2857142857143,35,2019-4
138,46,L,14,Ladder 138,307.921568627451,51,2019-4
255,41,E,15,Engine 255,302.44827586206895,29,2019-4
254,33,E,15,Engine 254,264.58620689655174,29,2019-4
170,58,L,15,Ladder 170,332.5409836065574,61,2019-4
157,41,L,15,Ladder 157,257.6470588235294,51,2019-4
3,7,E,1,Engine 3,376.0833333333333,24,2019-4
263,49,E,14,Engine 263,348.51428571428573,35,2019-4
207,31,E,11,Engine 207,289.64,25,2019-4
76,23,L,8,Ladder 76,331.2857142857143,14,2019-4
