alarm_box_code,alarm_box_location,latitude,longitude,incident_count,average_response_time
Q0138,JFK - HANGER 17 RAMP,40.65491326,-73.8129659,0,0.0
Q9615,PARK LA S & 107 ST,40.70055443,-73.8429379,9,333.3333333333333
Q4898,89 AVE & 165 ST,40.70772309,-73.79631661,1,259.0
Q9228,44 AVE & JUNCTION BLVD,40.74493372,-73.86790964,9,211.33333333333334
B1245,6 AVE & PROSPECT PL,40.67933278,-73.97532193,21,233.0952380952381
B1021,UTICA AVE & RUTLAND RD,40.66059331,-73.9313257,44,254.54545454545453
R3391,ARTHUR KILL RD 1000' E OF MULDOON AVE,40.56121134,-74.19515123,0,0.0
M0467,E 13 ST & AVE C/LOISAIDA AVE,40.7277487,-73.97617988,111,355.86486486486484
M1813,SHERMAN AVE AND ISHAM ST,40.86631435,-73.91859602,53,325.64150943396226
Q4850,6 RD & 151 PL,40.79581801,-73.81189357,9,324.44444444444446
B1428,3 AVE & 21 ST,40.66420211,-73.99777888,22,292.1818181818182
B1745,RIVERDALE AVE & BRADFORD ST,40.66377829,-73.8899067,22,272.1818181818182
M2023,RECTOR PL & SOUTH END AVE,40.70936109,-74.01656821,1,149.0
Q4996,71 ST & 58 RD,40.72568109,-73.8903921,8,330.25
Q6968,NORTHER BLVD & CLEARVIEW XWAY E SVC RD,40.75819406,-73.77683318,10,360.6
R0662,TOMPKINS AVE & SCHOOL RD,40.60503038,-74.0657377,7,286.7142857142857
Q3941,OAK PARK DR 1800' E/O DOUGLASTON PKWY,40.74588344,-73.73177141,6,497.3333333333333
M1420,W 119 ST & LENOX AVE/MALCOLM X BLVD,40.8039572,-73.94827301,64,320.75
X4840,E 225 ST & SCHIEFFELIN PL,40.88229385,-73.84455741,54,334.72222222222223
Q6950,NORTHERN BLVD & 204 ST,40.75791022,-73.77910055,14,272.35714285714283
M1198,AMSTERDAM AVE & W 91 ST,40.79087073,-73.97268972,220,359.9409090909091
Q7562,23 AVE & 28 ST,40.77554763,-73.91454791,36,351.25
B1755,ATLANTIC AVE & VAN SICLEN AVE,40.67643092,-73.89126688,37,260.8378378378378
B0030,WEST ST & KENT ST,40.73043302,-73.95935688,29,271.82758620689657
B2688,FORT HAMILTON PWAY & 60 ST,40.63306615,-74.00576273,50,267.66
B1970,SUNNYSIDE AVE & HENDRIX ST,40.68166746,-73.89201856,18,266.72222222222223
M0102,PEARL ST & DOVER ST,40.70954194,-74.00164094,15,293.1333333333333
M2036,MURRAY ST & NORTH END AVE,40.71599601,-74.01537262,9,295.8888888888889
Q5252,HILLSIDE AVE & 183 ST,40.7138493,-73.77886958,22,284.77272727272725
Q4577,MYRTLE AVE & FRESH POND RD,40.70079806,-73.89457449,21,243.42857142857142
Q3748,64 AVE 280' E OF 188 ST,40.73931958,-73.78443546,28,264.75
Q4059,SENECA AVE & GREENE AVE,40.70543961,-73.91213671,17,207.05882352941177
R0670,FINGERBOARD RD & HYLAN BLVD,40.60176645,-74.07216766,9,239.22222222222223
B1284,6 AVE & 18 ST,40.66169904,-73.98947,21,285.14285714285717
B2045,SUTTER AVE & ESSEX ST,40.67146797,-73.88107821,17,295.1764705882353
Q2218,QUEENS BLVD & 67 ST,40.74053915,-73.89730929,6,231.0
B1674,GLENMORE AVE & WATKINS ST,40.67136417,-73.90830768,82,207.23170731707316
Q5738,122 AVE & GRAYSON ST,40.68406251,-73.75818011,23,337.5652173913044
M0307,HUDSON ST & DOMINICK ST,40.72519228,-74.00766959,5,361.0
M0807,UNITED NATIONS PLAZA & E 44 ST,40.75001677,-73.96879849,27,452.85185185185185
Q4972,80 AVE & 60 LA,40.6952573,-73.89388853,0,0.0
Q4383,STATION RD & UTOPIA PWAY,40.76084505,-73.79330496,7,307.2857142857143
R0644,HOME AVE & EVELYN PL,40.60899106,-74.06542608,8,262.875
R2372,GARY PL & PARK DR N/OVFD,40.59985322,-74.16768941,7,387.42857142857144
M1556,AMSTERDAM AVE & W 134 ST,40.81823558,-73.95272074,84,318.95238095238096
Q9510,WOODHAVEN BLVD OPP GOLDINGTON CT,40.72090092,-73.86604176,5,412.8
X3098,BOYNTON AVE & E 173 ST,40.83348339,-73.87936805,19,336.8421052631579
B1940,FULTON ST & ELDERTS LA,40.68526956,-73.86659848,11,329.54545454545456
R1249,NUGENT AVE & VULCAN ST,40.5909766,-74.07879903,12,329.8333333333333
Q8588,89 AVE & 94 ST,40.69145472,-73.85011641,9,342.77777777777777
Q2027,CROSS BAY BLVD & 157 AVE,40.66252295,-73.8407028,26,199.5
M1149,5 AVE & E 84 ST,40.78022975,-73.96136873,37,337.5945945945946
Q5105,MYRTLE AVE & 74 ST,40.70245683,-73.87446274,14,271.7857142857143
B1873,LORING AVE & ELDERTS LANE,40.66778255,-73.86241983,47,240.70212765957447
Q7425,34 AVE & 30 ST,40.76004792,-73.92805141,39,349.53846153846155
R0220,HOWARD AVE & NOTRE DAME CONVENT GATE,40.62829254,-74.08879772,0,0.0
Q7347,WOODSIDE AVE & 54 ST,40.74739509,-73.90955355,4,251.0
Q0193,JFK - BLDG 96 AUTO SHOP RAMP,40.64577024,-73.80313572,0,0.0
M1729,HAVEN AVE & W 177 ST,40.84831673,-73.94205395,21,333.23809523809524
R4756,BEDELL ST & AMBOY RD,40.52093005,-74.21735501,8,355.0
M0537,WASHINGTON ST & JANE ST,40.73814169,-74.00815391,15,455.4
B0518,HENRY ST & CARROLL ST,40.68213315,-74.0003716,20,352.1
R1673,BOGERT AVE & MORSE AVE,40.59902549,-74.11781606,2,463.5
Q5484,CAMDEN AVE & DUNKIRK ST,40.70262043,-73.77353391,7,350.42857142857144
R2893,AULTMAN AVE & RICHMOND RD/RVFD,40.57305161,-74.13646078,12,287.3333333333333
Q8655,FOCH BLVD & LONG ST,40.68372017,-73.78467558,22,333.3181818181818
B0517,VAN BRUNT ST & PRESIDENT ST,40.68432596,-74.0054981,17,288.5882352941176
B0092,NORMAN AVE & LORIMER ST,40.72515214,-73.95259765,48,304.5416666666667
M1405,3 AVE & E 118 ST,40.79925316,-73.93906264,105,357.65714285714284
X2693,NOBLE AVE BTW STORY AVE & LAFAYETTE AVE,40.82169765,-73.86796807,38,304.8421052631579
X4776,CROTONA AVE & E FORDHAM RD,40.85728511,-73.88202608,34,316.20588235294116
B1927,NEW JERSEY AVE & LINDEN BLVD,40.65892029,-73.88981946,12,277.3333333333333
Q3277,ASTORIA BLVD S & 74 ST,40.76605292,-73.89430809,0,0.0
Q9152,68 AVE & 110 ST,40.7276302,-73.84427654,9,392.77777777777777
Q9536,OLCOTT ST & SELFRIDGE ST,40.71286491,-73.85662665,10,460.7
R0041,HYATT ST & ST MARKS PL,40.64158514,-74.07789895,10,318.9
M0208,SOUTH ST & PIKE SLIP,40.70991356,-73.99170057,12,235.41666666666666
Q5246,HILLSIDE AVE & 179 ST,40.7124939,-73.78446145,40,342.85
R3489,AMBOY RD & GIFFORDS LA,40.55076844,-74.1501602,11,225.8181818181818
M0525,BROADWAY & W 12 ST,40.73321392,-73.99111355,80,293.9625
Q7577,21 AVE & 26 ST,40.78012257,-73.9115234,6,476.6666666666667
Q9846,ARCHER AVE & 160 ST,40.70274056,-73.79841541,22,297.22727272727275
Q6148,NORTHERN BLVD & CROSS IS PWAY,40.76216121,-73.75688313,9,277.6666666666667
Q5117,MYRTLE AVE & 65 PL,40.70118443,-73.88893074,20,181.05
R1554,MANOR RD & OCEAN TERR,40.60180976,-74.12059546,10,422.5
Q4083,FLUSHING AVE & 57 ST,40.71695645,-73.9111864,3,363.6666666666667
Q7849,37 AVE & 65 ST,40.74849388,-73.8979167,28,392.2857142857143
X3181,RYER AVE & E 182 ST,40.85566891,-73.89967156,85,340.74117647058824
M0141,CENTRE ST & PEARL ST,40.71431273,-74.00259804,57,305.280701754386
X3812,BARNES AVE & E 231 ST,40.89113488,-73.85526626,43,272.69767441860466
X2532,NELSON AVE & W 166 ST,40.83533188,-73.92699376,45,281.0444444444444
M1087,5 AVE & E 78 ST,40.77631031,-73.9642282,39,413.94871794871796
R3295,HEREFORD ST & GIFFORDS LA,40.56075226,-74.15452434,14,449.42857142857144
X4447,HARPER AVE & BOSTON RD,40.88386168,-73.83460131,4,318.5
Q7156,43 AVE & 13 ST,40.75104683,-73.94645689,5,284.0
M1748,FORT WASHINGTON AVE & W 181 ST,40.85090855,-73.93828417,92,326.30434782608694
Q1132,FAR ROCKAWAY BLVD & OCEAN CREST BLVD,40.60113791,-73.75966397,9,304.44444444444446
B1363,COLUMBIA ST & BAY ST,40.67329787,-74.00834131,11,252.1818181818182
Q6432,HARDING XWAY S & 244 ST,40.75787438,-73.73742699,23,374.82608695652175
Q9434,162 ST 600' S OF 65 AVE,40.73510926,-73.80670336,0,0.0
X4436,BAYCHESTER AVE & TILLOTSON AVE,40.87925389,-73.83743419,4,311.0
Q4120,FOREST AVE & WOODBINE ST,40.7064937,-73.90283956,21,305.9047619047619
B3570,N/SVC RD LIEF ERICSON DR & SHELL RD,40.58345612,-73.97435147,17,260.47058823529414
B3735,BEDFORD AVE & CLARENDON RD,40.64288759,-73.95452484,62,243.25806451612902
Q5689,113 AVE & 212 ST,40.70437173,-73.74396692,10,315.9
R0698,CAPODANNO BLVD & DOTY AVE,40.59234145,-74.06417896,12,307.6666666666667
Q7959,ELMHURST AVE & ITHACA ST,40.74436091,-73.87878438,25,330.36
B2012,SNEDIKER AVE & NEWPORT ST,40.66086066,-73.89881854,21,239.61904761904762
Q0115,JFK - FUEL FARM BET TANK 87 & BLDG 158,40.66010792,-73.81592596,0,0.0
Q9560,BURNS ST & 67 AVE,40.72304091,-73.85629314,24,353.9166666666667
R4493,ARBUTUS AVE & HYLAN BLVD,40.52608906,-74.18031091,5,311.2
Q7397,35 AVE & 42 ST,40.75438765,-73.92052102,3,358.0
R1036,TARGEE ST & CLOVE RD,40.60769129,-74.08944235,26,201.5
X3528,BRIGGS AVE & E MOSHOLU PWAY S,40.87295649,-73.88296699,38,315.3421052631579
Q7731,29 AVE & HUMPHREYS ST,40.76211744,-73.86627495,8,260.125
Q6815,MURDOCK AVE & 223 ST,40.70321954,-73.73426455,3,333.3333333333333
Q6623,KILDARE RD & SURREY PL,40.72457137,-73.78680344,1,297.0
Q6813,113 AVE & 219 ST,40.70408205,-73.73811825,8,281.625
R3078,SPRATT AVE & DURANT AVE,40.55627411,-74.13174424,6,360.1666666666667
Q4497,45TH AVE & 149TH ST,40.75604692,-73.81306995,12,306.0833333333333
R0897,ARLO RD & STRATFORD AVE,40.61965424,-74.0946245,22,390.8181818181818
B1557,FLATBUSH AVE & REGENT PL,40.64651801,-73.95810672,72,293.75
B0694,MYRTLE AVE & THROOP AVE,40.69603085,-73.94352527,467,260.5802997858672
M0080,NASSAU ST & FULTON ST,40.71022077,-74.00774467,144,348.0416666666667
X3973,KEPLER AVE & E 239 ST,40.8999468,-73.87109852,7,394.85714285714283
B2461,DITMAS AVE & E 19 ST,40.6387754,-73.96009053,13,234.92307692307693
Q6396,LITTLE NECK PWAY & BATES RD,40.76849472,-73.72968233,9,314.44444444444446
X3783,FIELDSTON RD & W 246 ST,40.89353901,-73.90580491,10,324.1
Q1330,BEACH 86 ST & FREEWAY,40.58894376,-73.81135772,39,295.1794871794872
Q5400,106 AVE & 227 ST,40.70861209,-73.72878921,1,296.0
M0413,PITT ST & HOUSTON ST,40.72070879,-73.98130824,39,253.3846153846154
Q0213,JFK - HANGER 6 S/E CORNER FED EXPRESS,40.66005575,-73.78136483,0,0.0
Q4936,133 AVE & 125 ST,40.67119596,-73.81389133,13,348.0
M0453,1 AVE & E 10 ST,40.72876844,-73.98443161,88,314.875
Q4308,17 RD & CLINTONVILLE ST,40.78296243,-73.80823641,9,311.22222222222223
R2368,RICHMOND AVE & AMSTERDAM PL/OVFD,40.60048689,-74.16320322,16,356.0
M0995,COLUMBUS AVE & W 68 ST,40.77485168,-73.98065976,65,339.9846153846154
M0225,E BROADWAY & JEFFERSON ST,40.71418552,-73.98870253,45,241.44444444444446
M1413,RIVERSIDE DR & W 119 ST,40.81073566,-73.96437577,12,293.0833333333333
M1273,MADISON AVE & E 101 ST,40.79041877,-73.95183464,139,362.9208633093525
X2254,WALES AVE & E 151 ST,40.8147089,-73.90658384,54,297.64814814814815
R2638,MALDEN PL & PRIMROSE PL,40.5620479,-74.11621912,15,379.26666666666665
Q7873,37 AVE & 75 ST,40.74906071,-73.89081892,47,322.70212765957444
M1327,MADISON AVE & E 109 ST,40.79554066,-73.94809544,138,319.27536231884056
B0712,PARK ST & BEAVER ST,40.70024914,-73.93772796,15,258.6666666666667
M0996,BROADWAY & W 68 ST,40.77548698,-73.98216367,112,293.10714285714283
R1485,CAPODANNO BLVD & CROMWELL AVE,40.57991639,-74.07735256,1,360.0
R0879,LONGVIEW RD & CEDAR TERR,40.6120947,-74.08973222,5,219.2
Q1381,ROCKAWAY BEACH BLVD & BEACH 118 ST,40.57923518,-73.83892954,23,218.65217391304347
M0451,AVENUE D & E 10 ST,40.7248774,-73.97516417,104,391.2692307692308
Q6601,HILLSIDE AVE & 170 ST,40.71106937,-73.79202855,27,311.14814814814815
B0185,GARDNER AVE & MASPETH AVE,40.71893488,-73.92841713,13,361.15384615384613
Q1365,BEACH CHANNEL DR & BEACH 108 ST,40.58393346,-73.83092888,13,322.6923076923077
Q9303,NORTHERN BLVD & 127 ST,40.761739,-73.84371658,2,353.5
B3809,RICHARDS ST & SULLIVAN ST,40.67683437,-74.01079333,17,315.11764705882354
R2658,ISABELLA AVE & RIGA ST,40.55865267,-74.1147669,4,432.75
R4534,NASSAU PL & ARTHUR KILL RD,40.51872918,-74.24023846,6,323.5
Q5390,KEESEVILLE AVE & MAYVILLE ST,40.69867828,-73.76615111,17,318.1764705882353
Q5065,110 RD & 167 ST,40.69421059,-73.78522102,16,265.6875
B4072,VAN SICLEN AV BET SCHOEDERS & VANDALIA AVE,40.65244795,-73.88090506,0,0.0
R1377,FISKE AVE & LEONARD AVE,40.61762946,-74.13356815,7,297.0
X2974,E TREMONT AVE & SOUTHERN BLVD,40.84271041,-73.88565994,54,226.07407407407408
Q7939,B'WAY & ELMHURST AVE,40.74195593,-73.88097007,71,279.83098591549293
M1343,MADISON AVE & E 111 ST,40.79679715,-73.94717623,152,282.14473684210526
M0136,W BROADWAY & READE ST,40.71601382,-74.00882328,35,298.3142857142857
Q3144,QUEENS BLVD & 70 AVE,40.7218475,-73.84652305,40,274.1
B1990,JAMAICA AVE & MILLER AVE,40.68016138,-73.89318538,36,229.19444444444446
Q8945,152 AVE & 126 ST,40.66379131,-73.81523453,6,435.0
R3252,WILSON AVE & NOTRE DAME AVE,40.54907707,-74.15675182,6,318.8333333333333
X3651,WHITE PLAINS RD & E 219 ST,40.88357438,-73.86280342,55,313.4909090909091
Q9195,62 DR & 99 ST,40.73366789,-73.85765183,23,276.04347826086956
Q7050,53 DR & 63 ST,40.72934291,-73.90261846,7,403.42857142857144
Q6555,HOOVER AVE & 135 ST,40.71360203,-73.82259801,12,345.0833333333333
R3051,EMMET & SOUTH RAILROAD AVES,40.56036268,-74.13186704,2,351.0
Q6979,46 AVE & 220 ST,40.75971471,-73.76125541,12,336.6666666666667
Q8947,150 AVE & 134 ST,40.66385258,-73.80647434,11,398.90909090909093
Q4786,110 AVE & BREWER BLVD,40.69339784,-73.78893104,16,298.125
Q6044,40 AVE & MORGAN ST,40.77431082,-73.7395852,0,0.0
Q8887,ROCKAWAY BLVD & 142 ST,40.67425599,-73.79898974,37,193.9189189189189
M1424,PLEASANT AVE & E 119 ST,40.79698743,-73.93174315,79,399.2278481012658
B2184,AVENUE M & E 104 ST,40.64050165,-73.88812747,9,328.44444444444446
B0655,GREENE AVE & CLASSON AVE,40.68741563,-73.95971375,69,285.1159420289855
M1541,AMSTERDAM AVE & W 132 ST,40.81696524,-73.95364428,188,310.23936170212767
M2019,W THAMES ST & BATTERY PL,40.70813393,-74.01662579,1,231.0
B2676,2 AVE & 58 ST,40.64459805,-74.02159803,68,326.2647058823529
M0264,SUFFOLK ST & BROOME ST,40.71715657,-73.98704017,2,249.5
Q7291,QUEENS BLVD & 48 ST,40.74318389,-73.91667041,70,283.0
R3785,LISA LA & EBEY LA,40.54892172,-74.1965295,3,384.0
Q8628,LINDEN BLVD & BEDELL ST,40.68843485,-73.7876421,8,224.75
B1415,3 AVE & 37 ST,40.65487207,-74.00672309,41,243.85365853658536
Q9611,JAMAICA AVE & 104 ST,40.69527439,-73.84304344,36,273.6388888888889
B2387,CHASE CT & RALPH AVE,40.64207824,-73.91965951,6,394.1666666666667
Q6019,103 AVE & 109 ST,40.68556778,-73.83342191,24,284.8333333333333
B0967,FRANKLIN AVE & MONROE ST,40.6847988,-73.95640329,49,235.18367346938774
Q7602,19 AVE & STEINWAY ST,40.77827184,-73.8994381,8,443.875
R1357,VICTORY BLVD & SHERADEN AVE,40.61183767,-74.1384359,14,298.2857142857143
B2957,AVENUE O & W 7 ST,40.61052191,-73.98117936,61,278.344262295082
R4213,AMBOY RD 200' W OF PRESTON AVE,40.54137922,-74.16677564,14,336.64285714285717
M0551,GREENWICH AVE & W 13 ST,40.73876124,-74.00240554,15,274.6
Q9806,LIBERTY AVE & VAN WYCK XWAY,40.69195362,-73.81013931,32,265.125
X2942,CROTONA AVE & CROTONA PARK N,40.8421903,-73.89410151,191,263.14659685863876
Q7995,DENMAN ST & 94 ST,40.74520021,-73.8715691,3,279.3333333333333
R2622,TYSENS LA & MANILA AVE,40.55992969,-74.10954904,5,520.2
Q7795,31 AVE & 57TH ST,40.75725492,-73.90484695,9,417.8888888888889
Q7824,NORTHERN BLVD & 68 ST,40.75411807,-73.89794969,11,253.45454545454547
B0869,PATCHEN AVE & DECATUR ST,40.68230798,-73.925946,38,290.3157894736842
R0794,NICHOLAS AVE & BLACKFORD AVE,40.63311853,-74.14129875,12,282.8333333333333
R0093,STANLEY AVE & GLEN AVE,40.63422332,-74.09068738,5,261.0
B3278,AVENUE W & OCEAN AVE,40.59487085,-73.95055415,77,329.0779220779221
R3057,CURRIE AVE & HYLAN BLVD,40.55729517,-74.12730058,6,460.6666666666667
X2651,RANDALL AVE & LELAND AVE,40.81738906,-73.86012269,20,398.4
Q4748,CLINTONVILLE ST & WILLETS POINT BLVD,40.77903943,-73.8051111,8,357.75
M0419,AVENUE B & E 2 ST,40.72201851,-73.98344364,139,239.0791366906475
B4116,WHITMAN DR N & UTAH WK S OF E 66 ST,40.6112512,-73.90360336,1,338.0
R0462,LYNHURST AVE & ANDERSON ST,40.61742956,-74.07085531,5,216.0
Q6776,81 AVE & 264 ST,40.74376337,-73.70673447,6,437.8333333333333
Q5450,JAMAICA AVE & 209 ST,40.71463158,-73.75133218,14,299.57142857142856
R2218,CLAWSON ST & NEW DORP LA,40.57150204,-74.11150133,12,387.25
R4067,NIPPON AVE & SHELDON AVE,40.54188548,-74.19384097,6,235.66666666666666
B1528,ALBEMARLE RD & STRATFORD RDS,40.6461822,-73.96919695,6,282.3333333333333
R0961,VAN NAME AVE & HEUSDEN ST,40.63375374,-74.15333634,16,289.1875
B2626,8 AVE & 50 ST,40.64111585,-74.00371246,33,274.06060606060606
Q3176,82 AVE & GRENFELL ST,40.71033302,-73.83262562,4,390.5
X2719,OGDEN AVE & W 170 ST,40.84149544,-73.92484861,92,277.32608695652175
Q6511,82 DR & PARSONS BLVD,40.71680214,-73.80809856,14,246.92857142857142
Q5377,119 AVE & 194 ST,40.69012022,-73.75641281,18,207.5
R3298,GIBSON AVE & GIFFORDS LA,40.55578186,-74.15232303,4,320.25
Q3103,QUEENS BLVD & 63 AVE,40.73093166,-73.86457458,31,355.0
Q0203,JFK - BLDG 80 NORTH SIDE MIDWAY,40.65412204,-73.79373952,0,0.0
Q6297,BELL BLVD & 26 AVE,40.77861237,-73.77583958,29,451.37931034482756
B3243,AVENUE Z & FORD ST,40.58997021,-73.93606157,4,451.0
Q7538,ASTORIA BLVD S & 37 ST,40.7691613,-73.91291678,13,398.9230769230769
Q5143,METROPOLITAN AVE & 79 PL,40.71325964,-73.87302888,17,348.1764705882353
Q7584,20 AVE & 36 ST,40.77795659,-73.90379348,13,356.15384615384613
Q2385,PARK LANE SOUTH & 90 ST,40.69717936,-73.85567422,12,388.1666666666667
Q7144,45 AVE & 11 ST,40.74779378,-73.94984342,36,335.8888888888889
B2198,CANARSIE RD & SCHENCK ST,40.63053544,-73.88838919,15,332.26666666666665
B3770,CLARA ST & DAHILL RD,40.64425389,-73.9807781,19,287.8421052631579
B0617,CARLTON AVE & WILLOUGHBY AVE,40.69167949,-73.97255342,40,252.875
Q4250,AUSTIN ST & 65 RD,40.72594394,-73.85976692,33,420.72727272727275
M0968,5 AVE & 64 ST,40.76739372,-73.97072777,49,362.9387755102041
X3746,BROADWAY & W 234 ST,40.88168673,-73.90282207,71,297.7042253521127
B1486,9 AVE & 39 ST,40.64594601,-73.99509643,28,266.7857142857143
Q5250,HILLSIDE AVE & 182 ST,40.71342818,-73.78058893,53,333.5660377358491
Q9927,UTOPIA PWAY & BOOTH MEMORIAL AVE,40.7410642,-73.79264032,18,207.61111111111111
X4755,LONGFELLOW AVE & E 176 ST,40.83829039,-73.88285029,6,417.8333333333333
M1609,RIVERSIDE DR & W 142 ST,40.82534805,-73.9537555,33,324.27272727272725
R0526,ROYAL OAK RD & LAKELAND RD,40.61664755,-74.11443946,2,278.0
R1757,CITY FARM COLONY AT EMS STATION,40.59232259,-74.13638921,1,356.0
X4472,HARPER AVE & CONNER ST,40.88690579,-73.83335549,19,459.0
X3716,HUDSON PWAY E & W 227 ST,40.88119088,-73.91705855,35,453.9142857142857
Q5603,BRADDOCK AVE & 243 ST,40.72585083,-73.72541895,4,328.25
Q6489,UNION TURNPIKE & 251 ST,40.74319968,-73.71934573,6,263.1666666666667
M1138,AMSTERDAM AVE & W 83 ST,40.7857349,-73.97643948,124,228.16129032258064
X3042,ELDER AVE & BX RIVER AVE,40.83318684,-73.88024814,9,358.0
Q1350,BEACH CHANNEL DR & BEACH 98 ST,40.58664235,-73.82089635,24,268.6666666666667
M1771,AUDUBON AVE & W 189 ST,40.85372289,-73.92869148,78,310.8974358974359
X4093,THROGS NK XWAY N/S & LONGSTREET AVE,40.81866388,-73.80607764,8,399.125
R1104,BENJAMIN DR & DOREEN DR,40.62312098,-74.159484,2,289.5
B0975,FRANKLIN AVE & PROSPECT PL,40.6750499,-73.9563853,139,278.48920863309354
X3700,W KINGSBRIDGE RD & BAILEY AVE,40.87313832,-73.90571425,26,277.7307692307692
Q9543,69 AVE & DARTMOUTH ST,40.71938085,-73.85060482,12,510.5
X4038,HARDING AVE & SWINTON AVE,40.81533231,-73.81922947,5,260.6
B1575,TILDEN AVE & E 29 ST,40.64684706,-73.95012476,58,292.5344827586207
Q5356,100 AVE & 197 ST,40.70990628,-73.76212981,23,319.9130434782609
Q9225,JUSTICE AVE & 55 AVE,40.73648243,-73.87427121,1,268.0
M1045,2 AVE & E 73 ST,40.76948405,-73.95786679,59,354.23728813559325
Q0038,LGA - E/END TERM BLDG 94 ST ENT,40.77455016,-73.87132533,0,0.0
Q4731,23 AVE & UTOPIA PWAY,40.7762876,-73.79336402,5,384.2
R2857,TYSEN CT & CENTER ST/RVFD,40.57103227,-74.14603091,4,500.25
Q0216,JFK - HANGAR 4 N/S UNITED AIRLINES,40.65849203,-73.78427425,0,0.0
Q7626,23 ST & 23 RD,40.77743986,-73.9186478,0,0.0
Q4263,AUSTIN ST & 63 DR,40.72738203,-73.86409992,25,361.04
B3323,AVENUE P & E 14 ST,40.61030205,-73.9595207,48,213.8125
Q2635,BAISLEY BLVD & 168 ST,40.68021905,-73.77549588,6,232.5
B3651,BRIGHTON 10 ST & BRIGHTON 10 TERR,40.58090059,-73.95817524,21,301.3809523809524
Q6080,103 AVE & 129 ST,40.69025015,-73.81692641,12,300.0833333333333
B2659,3 AVE & 59 ST,40.64243608,-74.01965991,33,285.90909090909093
R3660,ANNADALE RD & DORVAL PL,40.55896173,-74.17674198,11,185.63636363636363
B1513,10 AVE & WINDSOR PL,40.65865576,-73.97851456,11,260.09090909090907
B0857,HOWARD AVE & MACON ST,40.68445086,-73.92030367,30,247.7
M1375,ST NICHOLAS AVE & W 115 ST,40.80236163,-73.9525885,25,284.2
R2272,FINLEY AVE & EBBITTS ST,40.56198997,-74.10557646,8,503.0
X3521,RESERVOIR AVE & W 195 ST,40.86965857,-73.89891854,31,339.8709677419355
Q4222,63 RD & 84 PL,40.72323152,-73.87004292,4,401.5
B2252,FARRAGUT RD & E 92 ST,40.64401706,-73.90802343,29,232.0
Q9135,72 RD & 112 ST,40.72097928,-73.83829828,26,258.4230769230769
M0345,SULLIVAN ST & HOUSTON ST,40.72766,-74.00139034,47,255.46808510638297
B2363,FARRAGUT RD & E 52 ST,40.63804907,-73.92696767,11,266.8181818181818
R3863,BEACH RD & ST ALBANS PL,40.54475956,-74.15987754,2,344.0
M1178,PARK AVE & E 88 ST,40.78133323,-73.95609394,37,289.86486486486484
Q9706,UTOPIA PWAY & UNION TPK,40.72590413,-73.79192726,55,354.6
Q6420,60 AVE & 255 ST,40.75987957,-73.72477954,6,411.3333333333333
B3296,AVENUE X & E 22 ST,40.59296758,-73.94819007,8,314.625
Q7450,30 DR & 14 ST,40.76912321,-73.9313176,29,317.9655172413793
R4871,CARTERET ST & AMBOY RD,40.50823092,-74.24937218,14,304.64285714285717
R2471,DALE AVE 600' N OF AMBOY RD,40.57219458,-74.12295611,2,305.0
Q4929,138 ST & 68 DR,40.73083047,-73.82855422,27,406.6296296296296
M0508,BLEECKER ST & W 10 ST,40.73400963,-74.00456134,52,286.9807692307692
B2017,LIVONIA AVE & WARWICK ST,40.66626076,-73.88401744,31,311.258064516129
B1588,LINDEN BLVD & TROY AVE,40.65344517,-73.93638662,14,315.35714285714283
X3563,BAINBRIDGE AVE & E 204 ST,40.87367185,-73.87922942,59,318.33898305084745
M0209,CHERRY ST & PIKE ST,40.71089169,-73.99219159,38,309.86842105263156
Q6128,37 AVE & 223 ST,40.76913429,-73.76183933,2,322.5
Q2547,140 AVE & BREWER BLVD,40.67070043,-73.77365361,19,382.1578947368421
M1624,EDGECOMBE AVE & W 145 ST,40.8236478,-73.94384276,101,331.990099009901
B0906,HANCOCK ST & GARVEY BLVD/SUMNER AVE,40.68393932,-73.93833578,53,214.8490566037736
B1066,FRANKLIN AVE & STERLING PL,40.6732939,-73.9570204,51,287.88235294117646
Q5275,HILLSIDE AVE & 201 ST,40.71963876,-73.76276615,20,280.75
M0664,3 AVE & E 28 ST,40.74196977,-73.98085965,183,329.56830601092895
R2231,WINHAM AVE & NEW DORP LA,40.56712282,-74.10307037,8,381.5
Q5405,110 AVE & 216 ST,40.7084898,-73.74146601,10,297.3
Q7651,21 AVE & 75 ST,40.77032071,-73.8946831,9,324.0
M1570,FOOT OF WEST 135 ST,40.82129608,-73.95821571,2,421.0
Q1932,107 AVE & 155 ST,40.69565549,-73.79830169,4,294.25
M0895,LEXINGTON AVE & E 55 ST,40.75962491,-73.97008101,58,425.8103448275862
R0018,RICHMOND TERR & WESTERVELT AVE,40.64757318,-74.08742363,88,276.3068181818182
Q5815,141 AVE & 182 ST,40.67084657,-73.76169089,31,312.7096774193548
B1912,HEGEMAN AVE & VAN SICLEN AVE,40.66201382,-73.88681373,33,287.57575757575756
B3493,BATH AVE & BAY 13 ST,40.60620416,-74.0100002,15,273.46666666666664
Q5479,107 AVE & SPRINGFIELD BLVD,40.71014395,-73.73750669,8,272.75
Q5967,S CONDUIT AVE & 230 PL,40.665423,-73.74598311,17,293.5882352941176
R1923,ARLENE COURT & JULES DR,40.61909992,-74.15960354,29,266.0689655172414
R4238,WOODS OF ARDEN RD & EASTMAN ST,40.53833207,-74.16566259,7,368.2857142857143
